#10,,,,体格,,,特殊情報,,,設定,基本パラメータ,,,,,,,,ステータス,,,,物理攻撃,,,魔法攻撃,,防御力,,,,命中,,,回避,,,クリティカル,,,,攻撃速度,,,属性値,,,,,,,状態異常耐性,,,,,,,,,思考ID(通常）,,,,,,,,,,思考(出現),,思考ID(瀕死),,,,,,,,,,思考(終焉）,,スキルリスト,,,,,,,,,,,,経験値,,ドロップ,ドロップアイテム,,,,,,,,,備考
#ID,名前,PICTID,種別ＩＤ,幅,長さ,スケール,飛行,アンデッド,モーションセット番号,LV,腕力,魔力,体力,器用,敏捷,知性,運,魅力,HP,SP,MP,速度,最小,最大,タイプ,最小,最大,物理－,物理％,魔法－,魔法％,近接,遠隔,魔法,近接,遠隔,魔法,発生,回避,回復力,魔回復力,物理,詠唱,射程,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足,混乱,氷結,気絶,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,ＩＤ１,確率,ＩＤ２,確率,ＩＤ３,確率,ＩＤ４,確率,ＩＤ５,確率,ＩＤ６,確率,EXP,JOB,ID,アイテムID1,アイテムID2,アイテムID3,アイテムID4,アイテムID5,アイテムID6,アイテムID7,ID8（スタンプ）,ＩＤ8確率,
#99999999,全角１６文字,99999999,HUMAN,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10000201,魔法沙袋,10000200,PLANT,1,1,1,0,0,0,10,0,0,0,0,0,0,0,0,9999,1,1,200,1,1,BLOW,50,50,0,0,50,50,0,1,100,1,1,100,1,50,100,1,0,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,100,0,0,0,0,0,0,0,0,0,0,14,100,0,0,0,0,0,0,0,0,0,0,7567,50,7577,50,0,0,0,0,0,0,0,0,0,0,4,null,null,null,null,null,null,null,,,
10000202,スィーパー,10000200,ELEMENT,1,1,1,0,0,0,1,20,14,18,17,19,10,1,1,120,44,49,480,18,26,BLOW,30,60,10,1,30,3,60,120,30,0,0,0,3,6,100,1,200,560,1,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,91,100,0,0,0,0,0,0,0,0,0,0,91,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,null,null,null,null,null,null,null,,,
10000300,咕嚕,10000300,PLANT,1,1,1,0,0,0,10,17,11,14,16,17,9,1,1,75,0,0,260,12,16,BLOW,12,16,23,18,27,30,17,98,31,9,9,200,2,2,100,1,224,320,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,255,0,1,80,9,20,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,7511,100,0,0,0,0,0,0,0,0,0,0,19.5,21,3,null,10000210|4000,10001800|1000,10019900|100,null,10032804|10,10034507|1,10050903,800,
10000301,フローズンプルル,10001400,PLANT,1,1,1.2,0,0,0,42,17,11,14,16,17,9,1,1,900,0,0,260,140,155,BLOW,190,230,0,0,0,0,150,130,31,10,1,100,3,1,100,1,224,320,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,255,0,7,80,9,20,0,0,0,0,0,0,0,0,7,80,9,20,0,0,0,0,0,0,0,0,7852,50,7511,50,0,0,0,0,0,0,0,0,540,687,3,null,10000210|400,10001800|100,10019900|10,null,10032804|5,10034507|1,,,
10000400,乳白皮丘,10000400,PLANT,1,1,1,0,0,0,6,13,9,10,14,15,7,1,1,41,0,0,250,9,12,BLOW,9,12,7,5,30,8,13,97,20,2,2,200,2,3,100,1,200,200,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,9,20,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,7513,100,0,0,0,0,0,0,0,0,0,0,10.5,13.5,17,null,10002200|3000,10008450|1500,90000045|13,10032811|100,10019900|380,90000045|7,10050901,350,#結晶mob
10000401,無限回廊的乳白皮丘,10000400,PLANT,1,1,1,0,0,0,18,50,50,50,50,50,50,50,50,322,1000,1000,380,31,42,BLOW,69,76,47,10,61,10,75,0,60,21,13,24,1,1,100,1,200,200,1,0,0,20,0,0,0,0,21,168,105,42,168,105,255,255,126,23,100,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,7511,100,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,,,#水属性攻撃担当：プルル
10000500,綠色皮露露,10000500,PLANT,1,1,1,0,0,0,12,15,10,13,15,16,8,1,1,80,0,0,210,11,20,BLOW,12,21,13,7,39,15,22,98,34,12,12,200,2,6,100,1,244,256,1,0,0,0,0,20,0,0,255,0,0,0,0,0,0,0,0,1,80,9,20,0,0,0,0,0,0,0,0,1,70,9,30,0,0,0,0,0,0,0,0,7500,100,0,0,0,0,0,0,0,0,0,0,22.5,25.5,17,null,10001903|3000,10003200|1500,90000045|13,10032805|100,10003200|380,10005200|7,10050906,500,#結晶mob
10000501,無限回廊的綠色皮露露,10000500,PLANT,1,1,1,0,0,0,38,50,50,50,50,50,50,50,50,850,1000,1000,300,50,66,BLOW,250,300,59,10,61,10,150,0,170,17,21,27,1,1,100,1,200,200,1,0,10,0,0,0,0,0,21,189,168,185,136,84,255,255,168,23,100,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,7544,100,0,0,0,0,0,0,0,0,0,0,120,90,0,0,0,0,0,0,0,0,,,#トランス状態異常、プルル
10000502,祖母綠皮露露,10000500,PLANT,1,1,1,0,0,0,10,1,1,1,1,1,1,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,null,null,10011100|1000,10014850|100,null,null,null,10050900,350,#初心者の友
10000700,黃色皮露露,10000700,PLANT,1,1,1,0,0,0,11,17,11,14,16,17,9,1,1,78,40,35,230,13,17,BLOW,11,19,24,29,38,27,18,98,16,10,10,200,2,1,100,1,232,232,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,80,9,20,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,7510,100,0,0,0,0,0,0,0,0,0,0,16.5,28.5,31,null,10032800|3000,10034507|1000,10034507|200,10032807|10,10008450|1000,10032807|30,10050904,800,
10000701,鑽石皮露露,10000700,PLANT,1,1,10,0,0,0,10,1,1,1,1,1,1,1,1,240000,0,0,200,5,7,BLOW,1,1,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Kizuna|5000,Kizuna|1000,Kizuna|1000,Kizuna|1000,null,Kizuna|1000,Kizuna|1000,10050900,350,#初心者の友
10000800,琥珀杰利,10000800,PLANT,1,1,1,0,0,0,7,10,1,5,13,13,4,1,1,60,30,15,240,8,10,BLOW,9,11,4,6,23,15,9,96,17,0,0,200,2,3,100,1,200,200,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,80,9,20,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,7512,100,0,0,0,0,0,0,0,0,0,0,15,12,17,null,10032800|3000,10009000|1500,90000043|13,10032808|100,10045300|380,90000043|7,10050902,250,#結晶mob
10000801,火岩皮露露,10000801,ROCK,1,1,1.5,0,0,0,32,1,1,1,1,1,1,1,1,560,100,100,250,103,120,BLOW,10,35,114,25,84,30,137,100,80,41,48,105,10,3,100,1,50,50,1,0,30,0,0,0,0,0,25,255,60,10,10,210,180,100,255,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.5,255,16,null,10032800|2000,10034507|1000,10000202|500,null,10014854|2350,10034502|100,10050980,800,#一撃が重いけど命中低い
10000802,無限回廊的火岩皮露露,10000801,PLANT,1,1,1.5,0,0,0,51,1,1,1,1,1,1,1,1,1800,100,100,155,264,312,BLOW,24,50,135,25,150,20,113,0,41,61,45,50,3,1,100,1,200,0,1,0,25,0,0,25,0,0,10,180,36,25,80,30,80,50,100,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,375,3,null,null,null,null,null,null,null,,,#一撃が重いけど命中低い
10000803,黃寶石皮露露,10000800,PLANT,1,1,1,0,0,0,10,1,1,1,1,1,1,1,1,500,0,0,1000,5,7,BLOW,1,1,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10011100|5000,null,null,null,null,null,null,10050900,350,#初心者の友
10000900,柏油杰利,10000900,PLANT,1,1,1,0,0,0,11,13,9,10,14,15,7,1,1,75,16,17,220,16,21,BLOW,14,23,19,17,34,24,19,98,27,11,11,200,2,3,100,1,236,240,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,16.5,4,null,10000701|4500,10035300|1500,10032809|200,null,10034508|10,10034505|1,10050905,100,
10000901,石油杰利,10000900,PLANT,1,1,1,0,0,0,28,50,50,50,50,50,50,50,50,380,999,999,360,50,110,BLOW,50,110,42,10,74,42,71,104,140,59,71,200,5,15,100,1,344,344,1,0,40,0,0,0,0,0,20,20,20,10,20,20,255,20,20,23,100,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,7531,100,0,0,0,0,0,0,0,0,0,0,141,129,4,null,10000701|4500,10035300|1500,10032809|200,null,10034508|10,10034505|1,,,
10000903,古拉刀皮露露,10000900,PLANT_NOTPTDROPRANGE,1,1,1.8,0,0,0,25,13,20,20,14,20,20,10,5,150,16,17,100,56,62,BLOW,14,23,20,5,34,10,19,98,27,11,11,200,2,3,100,1,200,80,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,100,0,0,0,0,0,0,0,0,0,0,81,100,0,0,0,0,0,0,0,0,0,0,7754,100,0,0,0,0,0,0,0,0,0,0,0,0,3,null,null,10031161|1000,null,null,null,null,,,
10000904,ロッティープルル,10001600,UNDEAD,1,1,1.2,0,0,0,40,50,50,50,50,50,50,50,50,1300,999,999,360,130,145,BLOW,190,200,0,0,0,0,140,120,140,10,1,100,3,1,100,1,200,300,1,0,0,0,0,0,0,50,10,10,10,100,10,10,10,255,10,7,80,9,20,0,0,0,0,0,0,0,0,7,80,9,20,0,0,0,0,0,0,0,0,7852,50,7515,50,0,0,0,0,0,0,0,0,480,525,4,null,10000701|450,10035300|150,10032809|200,null,10034508|10,10034505|1,,,#
10000950,皮露露（ＤＯ）,10000950,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5,3,10015251|5000,10015251|4000,10015251|1000,10015251|100,10015251|2000,10015251|10,10015251|1,,,#音プルル
10000951,皮露露（ＲＥ）,10000951,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5,3,10015252|5000,10015252|4000,10015252|1000,10015252|100,10015252|2000,10015252|10,10015252|1,,,#音プルル
10000952,皮露露（ＭＩ）,10000952,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5,3,10015253|5000,10015253|4000,10015253|1000,10015253|100,10015253|2000,10015253|10,10015253|1,,,#音プルル
10000953,皮露露（ＦＡ）,10000953,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5,3,10015254|5000,10015254|4000,10015254|1000,10015254|100,10015254|2000,10015254|10,10015254|1,,,#音プルル
10000954,皮露露（ＳＯＬ）,10000954,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5,3,10015255|5000,10015255|4000,10015255|1000,10015255|100,10015255|2000,10015255|10,10015255|1,,,#音プルル
10000955,皮露露（ＬＡ）,10000955,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5,3,10015256|5000,10015256|4000,10015256|1000,10015256|100,10015256|2000,10015256|10,10015256|1,,,#音プルル
10000956,皮露露（ＳＩ）,10000956,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5,3,10015257|5000,10015257|4000,10015257|1000,10015257|100,10015257|2000,10015257|10,10015257|1,,,#音プルル
10000902,無限回廊的石油杰利,10000900,PLANT,1,1,1,0,0,0,52,50,50,50,50,50,50,50,50,1900,999,999,130,301,332,BLOW,32,50,140,20,188,20,114,0,32,66,85,20,3,1,100,1,200,0,1,0,25,0,0,0,0,0,10,55,60,180,150,20,50,25,100,24,100,0,0,0,0,0,0,0,0,0,0,24,100,0,0,0,0,0,0,0,0,0,0,7531,100,0,0,0,0,0,0,0,0,0,0,375,270,4,null,null,null,null,null,null,null,,,
10001000,金屬球,10001000,PLANT,1,1,1,0,0,0,40,50,50,50,50,50,50,50,50,25,58,97,1000,29,43,BLOW,7,13,300,96,999,100,130,107,34,70,70,200,30,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,10,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165.5,115.5,3,null,10015600|4000,10015710|1000,10015300|100,null,10015707|10,10013300|1,10050968,100,#お得なレアモンスター
10001001,迷路的金屬球,10001000,PLANT,1,1,1,0,0,0,24,24,24,24,24,24,24,24,24,14,58,97,900,16,25,BLOW,7,13,240,95,999,100,56,102,34,22,20,200,20,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,10,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.5,49.5,3,null,10015600|4000,10015710|1000,10015300|100,null,10015707|10,10013300|1,10050909,200,
10001002,微型金屬球,10001000,PLANT,1,1,0.6,0,0,0,15,15,15,15,15,15,15,15,15,8,58,97,800,10,14,BLOW,7,13,300,95,999,100,27,99,34,18,18,200,15,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,10,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.5,10.5,3,null,10015600|4000,10015710|1000,10015300|100,null,10015707|10,10013300|1,,,
10001003,無限回廊的金屬球,10001000,PLANT,1,1,1,0,0,0,55,50,50,50,50,50,50,50,50,50,58,97,500,80,93,BLOW,32,50,400,100,999,100,130,107,34,70,70,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,7556,100,0,0,0,0,0,0,0,0,0,0,499.5,49.5,3,null,null,null,null,null,null,null,,,#お得なレアモンスター
10001004,迷宮的金屬球,10001000,PLANT_SKILL,1,1,1.1,0,0,0,40,50,50,50,50,50,50,50,50,100,58,97,1000,16,25,BLOW,7,13,380,100,999,100,255,102,200,22,20,200,20,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,0,255,255,255,47,70,42,10,10,20,0,0,0,0,0,0,10,70,42,20,47,10,0,0,0,0,0,0,7653,100,0,0,0,0,0,0,0,0,0,0,4999.5,4999.5,3,null,10015600|4000,10015710|1000,10015300|100,null,10015707|10,10013300|1,,,
10001005,迷宮的微型金屬球,10001000,PLANT_SKILL,1,1,0.8,0,0,0,40,50,50,50,50,50,50,50,50,10,58,97,1000,16,25,BLOW,7,13,380,97,999,100,255,102,200,22,20,200,20,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,0,255,255,255,47,10,42,60,15,30,0,0,0,0,0,0,10,10,42,45,15,45,0,0,0,0,0,0,6317,100,0,0,0,0,0,0,0,0,0,0,115.5,10.5,3,null,10015600|4000,10015710|1000,10015300|100,null,10015707|10,10013300|1,,,
10005000,櫻花皮露露,10005000,PLANT_MARK,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,1,0,0,200,5,7,BLOW,1,1,1,99,1,99,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5,22,10051800|3500,10051800|2500,10005645|1500,10025959|1500,null,null,null,,,
10005001,櫻花皮露露,10005000,PLANT_MARK,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,2,0,0,200,5,7,BLOW,1,1,1,99,1,99,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5,22,10051800|3500,10051800|2500,10005645|1500,10025959|1500,null,null,null,,,
10005002,櫻花皮露露,10005000,PLANT_MARK,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,3,0,0,600,5,7,BLOW,1,1,1,99,1,99,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,100,0,0,0,0,0,0,0,0,0,0,51,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.5,22,SAKURA|3500,SAKURA|2500,SAKURA|1500,SAKURA|1500,SAKURA|1000,null,null,,,
