#ID,Name,主动,最大Lv,Lv,JobLv,MP,SP,吟唱时间,延迟,射程,目标,目标2,范围,技能释放射程,所需装备,技能Flag
108,戰斧修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
108,戰斧修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
109,矛修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
109,矛修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
109,矛修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
109,矛修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
109,矛修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
110,匕首修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
110,匕首修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
110,匕首修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
110,匕首修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
110,匕首修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
111,鈍器修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
111,鈍器修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
111,鈍器修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
111,鈍器修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
111,鈍器修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
112,投擲修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00080040,0x00000000
112,投擲修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00080040,0x00000000
112,投擲修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00080040,0x00000000
112,投擲修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00080040,0x00000000
112,投擲修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00080040,0x00000000
113,弓術修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
113,弓術修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
113,弓術修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
113,弓術修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
113,弓術修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
114,遠距離迴避,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
114,遠距離迴避,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
114,遠距離迴避,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
114,遠距離迴避,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
114,遠距離迴避,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
116,盾術修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000100,0x00000000
116,盾術修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000100,0x00000000
116,盾術修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000100,0x00000000
116,盾術修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000100,0x00000000
116,盾術修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000100,0x00000000
117,槍械修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
117,槍械修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
117,槍械修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
117,槍械修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
117,槍械修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
118,爪武器修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000800,0x00000000
118,爪武器修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000800,0x00000000
118,爪武器修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000800,0x00000000
118,爪武器修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000800,0x00000000
118,爪武器修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000800,0x00000000
119,雙手劍修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
119,雙手劍修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
119,雙手劍修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
119,雙手劍修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
119,雙手劍修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
120,雙手槍修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
120,雙手槍修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
120,雙手槍修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
120,雙手槍修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
120,雙手槍修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
121,雙手鈍器修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
121,雙手鈍器修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
121,雙手鈍器修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
121,雙手鈍器修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
121,雙手鈍器修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
122,雙手斧修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
122,雙手斧修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
122,雙手斧修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
122,雙手斧修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
122,雙手斧修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
123,幼長劍修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00001000,0x00000000
123,幼長劍修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00001000,0x00000000
123,幼長劍修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00001000,0x00000000
123,幼長劍修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00001000,0x00000000
123,幼長劍修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00001000,0x00000000
124,手鎚修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00002000,0x00000000
124,手鎚修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00002000,0x00000000
124,手鎚修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00002000,0x00000000
124,手鎚修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00002000,0x00000000
124,手鎚修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00002000,0x00000000
125,特攻武術修練,0,3,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
125,特攻武術修練,0,3,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
125,特攻武術修練,0,3,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
126,步槍射擊練習,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00008000,0x00000000
126,步槍射擊練習,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00008000,0x00000000
126,步槍射擊練習,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00008000,0x00000000
126,步槍射擊練習,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00008000,0x00000000
126,步槍射擊練習,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00008000,0x00000000
127,手槍射擊練習,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
127,手槍射擊練習,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
127,手槍射擊練習,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
127,手槍射擊練習,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
127,手槍射擊練習,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
128,雙手槍修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
128,雙手槍修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
128,雙手槍修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
128,雙手槍修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
128,雙手槍修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
129,鞭子修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00040000,0x00000000
129,鞭子修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00040000,0x00000000
129,鞭子修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00040000,0x00000000
129,鞭子修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00040000,0x00000000
129,鞭子修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00040000,0x00000000
130,速讀,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
130,速讀,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
130,速讀,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
130,速讀,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
130,速讀,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
131,音樂知識,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
131,音樂知識,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
131,音樂知識,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
131,音樂知識,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
131,音樂知識,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
132,駕駛知識,0,1,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
133,變身活動木偶,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
133,變身活動木偶,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
133,變身活動木偶,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
133,變身活動木偶,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
133,變身活動木偶,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
134,開鎖修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
134,開鎖修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
134,開鎖修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
134,開鎖修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
134,開鎖修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
906,手提包修練,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000400,0x00000000
906,手提包修練,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000400,0x00000000
906,手提包修練,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000400,0x00000000
906,手提包修練,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000400,0x00000000
906,手提包修練,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000400,0x00000000
200,劍命中率提升 ,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
200,劍命中率提升 ,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
200,劍命中率提升 ,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
200,劍命中率提升 ,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
200,劍命中率提升 ,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
202,矛命中率提升 ,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
202,矛命中率提升 ,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
202,矛命中率提升 ,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
202,矛命中率提升 ,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
202,矛命中率提升 ,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
204,戰斧命中率提升 ,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
204,戰斧命中率提升 ,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
204,戰斧命中率提升 ,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
204,戰斧命中率提升 ,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
204,戰斧命中率提升 ,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
206,匕首命中率提升 ,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
206,匕首命中率提升 ,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
206,匕首命中率提升 ,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
206,匕首命中率提升 ,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
206,匕首命中率提升 ,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
208,鈍器命中率提升,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
208,鈍器命中率提升,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
208,鈍器命中率提升,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
208,鈍器命中率提升,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
208,鈍器命中率提升,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
210,雙手槍命中率提升,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
210,雙手槍命中率提升,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
210,雙手槍命中率提升,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
210,雙手槍命中率提升,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
210,雙手槍命中率提升,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
907,投擲命中率提升,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
907,投擲命中率提升,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
907,投擲命中率提升,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
907,投擲命中率提升,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
907,投擲命中率提升,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
908,投擲距離提升,0,3,1,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
908,投擲距離提升,0,3,2,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
908,投擲距離提升,0,3,3,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
310,追魂箭,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
310,追魂箭,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
310,追魂箭,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
310,追魂箭,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
310,追魂箭,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
311,陷阱傷害增加,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
311,陷阱傷害增加,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
311,陷阱傷害增加,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
311,陷阱傷害增加,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
311,陷阱傷害增加,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
312,增強致命攻擊,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
312,增強致命攻擊,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
312,增強致命攻擊,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
312,增強致命攻擊,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
312,增強致命攻擊,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
313,狩獵戰術,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
313,狩獵戰術,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
313,狩獵戰術,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
313,狩獵戰術,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
313,狩獵戰術,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
314,追魂刃,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00001006,0x00000000
314,追魂刃,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00001006,0x00000000
314,追魂刃,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00001006,0x00000000
314,追魂刃,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00001006,0x00000000
314,追魂刃,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00001006,0x00000000
315,忘我境界,0,5,1,0,0,0,0,0,0,1,0,0,255,0x0000383E,0x00000000
315,忘我境界,0,5,2,0,0,0,0,0,0,1,0,0,255,0x0000383E,0x00000000
315,忘我境界,0,5,3,0,0,0,0,0,0,1,0,0,255,0x0000383E,0x00000000
315,忘我境界,0,5,4,0,0,0,0,0,0,1,0,0,255,0x0000383E,0x00000000
315,忘我境界,0,5,5,0,0,0,0,0,0,1,0,0,255,0x0000383E,0x00000000
400,人族傷害增加,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
400,人族傷害增加,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
400,人族傷害增加,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
400,人族傷害增加,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
400,人族傷害增加,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
401,人族命中,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
401,人族命中,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
401,人族命中,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
401,人族命中,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
401,人族命中,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
402,人族迴避,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
402,人族迴避,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
402,人族迴避,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
402,人族迴避,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
402,人族迴避,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
403,動物傷害增加,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
403,動物傷害增加,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
403,動物傷害增加,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
403,動物傷害增加,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
403,動物傷害增加,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
404,動物命中,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
404,動物命中,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
404,動物命中,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
404,動物命中,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
404,動物命中,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
405,動物迴避,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
405,動物迴避,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
405,動物迴避,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
405,動物迴避,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
405,動物迴避,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
406,植物傷害增加,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
406,植物傷害增加,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
406,植物傷害增加,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
406,植物傷害增加,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
406,植物傷害增加,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
407,植物命中,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
407,植物命中,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
407,植物命中,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
407,植物命中,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
407,植物命中,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
408,植物迴避,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
408,植物迴避,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
408,植物迴避,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
408,植物迴避,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
408,植物迴避,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
409,岩石傷害增加,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
409,岩石傷害增加,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
409,岩石傷害增加,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
409,岩石傷害增加,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
409,岩石傷害增加,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
410,岩石命中,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
410,岩石命中,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
410,岩石命中,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
410,岩石命中,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
